bairro,tipo,quartos,banheiros,vagas,area,valor_aluguel
Moema,apto,1,2,1,33.7,4403
Tatuapé,apto,2,2,1,68.5,5908
Itaim Bibi,casa,3,2,2,61.3,7705
Itaim Bibi,kitnet,3,2,1,55.7,8533
Butantã,apto,1,1,2,47.5,3097
Butantã,casa,1,1,1,59.3,3804
Itaim Bibi,kitnet,1,1,2,48.4,6204
Moema,kitnet,2,1,1,108.7,9522
Tatuapé,casa,2,1,2,55.2,4629
Moema,apto,3,1,1,52.5,6716
Tatuapé,apto,3,2,2,49.2,6266
Itaim Bibi,casa,3,1,2,95.5,9193
Moema,casa,1,2,0,27.2,6149
Tatuapé,apto,1,2,0,67.2,3706
Pinheiros,apto,3,2,0,55.2,7125
Itaim Bibi,casa,3,1,1,31.5,9122
Moema,kitnet,1,2,1,43.6,6117
Moema,apto,1,2,0,66.3,6840
Tatuapé,casa,3,2,2,42.7,4453
Vila Mariana,apto,2,2,2,65.2,6073
Tatuapé,apto,3,2,1,94.6,7405
Itaim Bibi,casa,2,1,0,63.4,6838
Moema,apto,3,2,2,30.9,8119
Pinheiros,apto,3,1,0,43.1,6532
Moema,kitnet,1,2,0,54.3,5274
Vila Mariana,apto,1,2,2,53.0,6501
Moema,apto,3,1,2,63.0,7197
Tatuapé,kitnet,1,2,1,66.2,4176
Pinheiros,casa,1,1,0,94.6,6522
Itaim Bibi,apto,3,1,0,59.9,8951
Vila Mariana,casa,1,1,2,37.0,4006
Butantã,casa,1,2,0,83.1,5310
Itaim Bibi,apto,1,1,2,85.3,7783
Vila Mariana,casa,2,2,1,64.6,6965
Tatuapé,casa,2,1,1,55.1,5699
Pinheiros,apto,3,2,2,72.5,7750
Pinheiros,kitnet,3,1,1,55.8,7683
Butantã,casa,2,1,1,20.0,4964
Itaim Bibi,kitnet,3,2,1,71.3,10165
Pinheiros,apto,1,2,0,77.8,6637
Vila Mariana,apto,2,2,1,88.8,7291
Vila Mariana,kitnet,1,2,1,45.4,4782
Moema,kitnet,1,2,0,64.5,5469
Vila Mariana,apto,3,1,1,65.0,6526
Vila Mariana,kitnet,1,1,1,61.7,5341
Tatuapé,apto,2,2,0,62.3,4981
Vila Mariana,casa,2,2,2,60.7,7100
Butantã,apto,1,2,2,64.2,4064
Itaim Bibi,casa,3,1,1,74.8,8299
Itaim Bibi,kitnet,1,1,0,84.4,8628
Vila Mariana,kitnet,1,2,1,44.9,5943
Itaim Bibi,kitnet,2,2,2,56.6,8390
Butantã,apto,1,1,0,51.5,4159
Vila Mariana,kitnet,3,2,2,48.7,6668
Itaim Bibi,casa,1,1,2,27.7,4527
Moema,casa,1,2,0,60.5,6880
Itaim Bibi,kitnet,1,1,0,69.6,4629
Moema,casa,1,2,2,56.9,6746
Itaim Bibi,casa,1,2,2,59.8,7292
Pinheiros,casa,2,1,2,68.4,6493
Moema,casa,1,2,1,88.2,9384
Vila Mariana,kitnet,1,1,1,51.6,6408
Vila Mariana,casa,1,1,1,36.6,5323
Vila Mariana,casa,1,1,1,58.2,4405
Moema,apto,2,2,2,97.7,10467
Pinheiros,casa,3,2,0,36.8,6899
Itaim Bibi,kitnet,1,1,0,73.0,5936
Tatuapé,casa,3,1,0,83.2,6021
Itaim Bibi,apto,3,1,2,20.0,7867
Itaim Bibi,casa,1,2,2,68.2,7067
Pinheiros,kitnet,2,1,0,72.1,6474
Pinheiros,apto,2,1,0,54.7,6093
Moema,apto,2,1,0,47.1,5531
Moema,casa,1,1,0,48.2,5530
Vila Mariana,casa,2,2,1,53.4,5282
Itaim Bibi,apto,1,2,1,54.0,7514
Tatuapé,kitnet,3,1,1,50.2,4579
Itaim Bibi,kitnet,2,2,0,53.1,7427
Pinheiros,casa,1,2,1,83.8,5602
Itaim Bibi,casa,2,1,2,35.7,5965
Vila Mariana,apto,3,1,1,25.0,4605
Moema,kitnet,3,1,2,84.1,8592
Moema,kitnet,1,2,2,56.2,7129
Itaim Bibi,casa,3,1,2,52.2,8359
Vila Mariana,casa,1,1,1,57.8,3715
Vila Mariana,kitnet,1,1,0,64.2,4891
Moema,kitnet,1,2,1,49.5,5885
Moema,apto,3,1,1,70.1,8531
Vila Mariana,kitnet,3,2,2,40.8,6509
Vila Mariana,kitnet,2,2,2,54.0,6354
Vila Mariana,kitnet,3,1,1,20.0,4804
Moema,casa,1,1,1,83.4,8483
Moema,casa,1,1,2,56.5,5567
Moema,apto,3,1,2,73.4,8182
Itaim Bibi,casa,3,1,2,69.5,8672
Vila Mariana,apto,1,1,1,71.0,5329
Butantã,casa,1,1,1,59.8,3784
Itaim Bibi,apto,2,1,1,67.8,6084
Vila Mariana,casa,1,1,1,40.8,4070
Vila Mariana,casa,3,2,0,36.6,5230
Vila Mariana,apto,3,2,0,58.0,7983
Vila Mariana,kitnet,1,1,1,46.4,6604
Moema,casa,1,1,1,88.5,7215
Pinheiros,kitnet,3,1,0,67.5,5801
Pinheiros,apto,2,1,0,45.7,6161
Moema,kitnet,1,2,2,54.6,6152
Itaim Bibi,apto,1,1,1,62.7,6240
Vila Mariana,casa,3,2,1,58.6,6456
Butantã,casa,3,2,2,65.4,6263
Moema,casa,1,2,0,61.4,6257
Butantã,casa,3,1,2,32.2,4215
Vila Mariana,kitnet,1,2,2,20.0,4138
Tatuapé,apto,1,1,1,52.5,4792
Itaim Bibi,kitnet,2,2,1,71.2,8009
Pinheiros,apto,2,2,2,52.8,6883
Butantã,apto,3,2,0,84.7,4856
Moema,apto,3,1,0,59.1,8230
Moema,kitnet,1,2,2,87.1,7366
Tatuapé,apto,2,1,0,83.0,6190
Tatuapé,casa,3,1,2,81.0,6654
Pinheiros,casa,2,1,2,35.9,5428
Butantã,kitnet,1,2,1,60.3,3468
Tatuapé,casa,1,2,0,84.5,6774
Butantã,kitnet,2,2,2,65.4,6606
Moema,kitnet,2,2,2,71.1,8823
Tatuapé,kitnet,2,2,1,32.2,5922
Moema,kitnet,1,1,0,98.4,7431
Butantã,apto,1,1,1,44.2,5007
Itaim Bibi,casa,2,1,1,20.1,5720
Butantã,casa,3,2,0,53.0,6279
Tatuapé,apto,2,1,1,20.0,3196
Itaim Bibi,apto,2,1,0,38.3,5946
Moema,apto,3,1,2,111.2,9713
Moema,kitnet,3,2,1,52.4,6958
Itaim Bibi,casa,3,1,2,31.4,7707
Pinheiros,apto,2,1,1,60.5,6066
Itaim Bibi,kitnet,3,1,2,42.0,6171
Pinheiros,kitnet,2,2,2,77.3,7153
Tatuapé,kitnet,2,2,0,42.2,4190
Moema,kitnet,2,2,1,65.4,8345
Moema,kitnet,3,1,2,37.1,7640
Moema,apto,3,1,1,112.0,10517
Moema,kitnet,1,2,0,70.1,7218
Moema,casa,3,1,2,57.1,7570
Moema,casa,1,1,0,54.1,5878
Tatuapé,casa,2,1,2,48.9,4589
Itaim Bibi,casa,3,2,2,44.8,8634
Tatuapé,casa,2,2,0,44.2,4575
Tatuapé,kitnet,1,1,0,93.6,4404
Butantã,apto,2,2,2,48.9,5475
Butantã,apto,2,1,1,20.0,4269
Pinheiros,apto,2,2,2,36.7,5495
Itaim Bibi,kitnet,1,2,2,78.6,8110
Vila Mariana,casa,2,1,0,55.0,4186
Vila Mariana,casa,1,1,2,57.3,6304
Itaim Bibi,casa,2,2,1,83.4,8824
Pinheiros,casa,3,1,2,44.5,8137
Butantã,casa,3,2,0,72.6,5386
Itaim Bibi,apto,2,2,0,46.6,7906
Butantã,apto,3,1,1,71.5,6894
Itaim Bibi,kitnet,1,2,1,52.2,6620
Butantã,casa,3,1,1,55.2,5354
Pinheiros,apto,2,2,0,76.4,6024
Butantã,casa,3,1,1,75.0,5172
Pinheiros,casa,3,2,2,56.7,7000
Vila Mariana,apto,2,1,2,50.6,4912
Pinheiros,apto,2,2,2,92.0,9236
Moema,kitnet,3,1,0,71.8,6652
Itaim Bibi,apto,1,2,2,52.2,7184
Vila Mariana,apto,1,1,1,46.9,5157
Itaim Bibi,casa,2,2,2,80.5,8901
Tatuapé,casa,2,1,2,62.3,5625
Tatuapé,kitnet,3,1,0,56.7,5959
Butantã,kitnet,1,1,2,62.3,4412
Moema,apto,2,2,1,66.8,7773
Moema,casa,1,1,2,58.9,6431
Butantã,apto,1,2,1,84.1,6564
Tatuapé,casa,3,2,0,85.2,8135
Tatuapé,apto,3,1,2,70.6,5264
Vila Mariana,apto,3,2,0,87.5,5900
Vila Mariana,kitnet,1,2,2,60.2,6360
Vila Mariana,apto,2,1,0,73.8,6870
Vila Mariana,casa,3,2,2,80.1,9468
Vila Mariana,apto,1,2,1,80.4,6802
Itaim Bibi,kitnet,3,1,0,78.3,9366
Pinheiros,kitnet,3,2,0,72.6,8807
Tatuapé,casa,2,1,0,99.1,6946
Butantã,kitnet,2,1,2,49.2,5781
Itaim Bibi,casa,1,2,2,56.9,6181
Moema,apto,3,1,2,55.7,7965
Pinheiros,apto,3,1,1,52.6,7019
Butantã,apto,3,1,1,20.2,4527
Pinheiros,apto,3,2,2,87.5,8494
Itaim Bibi,apto,2,2,0,39.5,8038
Itaim Bibi,apto,3,2,2,63.4,8196
Vila Mariana,casa,1,1,1,31.6,4986
Itaim Bibi,apto,3,1,1,72.4,8626
Vila Mariana,casa,1,1,1,44.3,4043
Vila Mariana,casa,2,1,2,37.3,4657
Itaim Bibi,kitnet,1,2,2,63.9,6056
Butantã,casa,1,1,2,46.0,4668
Vila Mariana,kitnet,2,2,0,48.5,5605
Butantã,casa,2,1,0,63.4,4242
Butantã,apto,1,1,2,76.0,3679
Itaim Bibi,casa,3,2,2,43.6,8555
Pinheiros,casa,1,2,0,40.2,4966
Vila Mariana,casa,3,1,2,60.5,6343
Itaim Bibi,casa,1,1,0,70.8,5852
Butantã,casa,2,1,2,89.3,6087
Itaim Bibi,apto,1,2,2,38.6,7033
Moema,apto,3,2,1,53.6,7745
Vila Mariana,kitnet,3,2,0,83.5,6455
Butantã,kitnet,1,2,2,99.5,6237
Vila Mariana,apto,1,2,0,40.1,5541
Moema,kitnet,2,1,1,45.2,6689
Butantã,kitnet,3,1,1,67.6,6083
Tatuapé,apto,1,2,0,48.4,3693
Vila Mariana,kitnet,1,1,1,44.8,4033
Pinheiros,casa,2,1,2,64.9,6008
Moema,kitnet,1,2,0,91.0,6100
Butantã,casa,1,2,1,33.8,4959
Moema,casa,1,1,0,90.0,7369
Itaim Bibi,apto,2,2,1,48.5,7421
Vila Mariana,apto,3,2,0,66.9,7144
Itaim Bibi,casa,2,1,0,91.8,8226
Itaim Bibi,kitnet,1,1,1,66.5,6208
Tatuapé,kitnet,2,2,0,54.1,4561
Itaim Bibi,kitnet,2,1,0,74.4,7052
Tatuapé,casa,1,2,2,56.5,6805
Moema,casa,1,1,2,70.4,7829
Itaim Bibi,casa,1,1,0,55.9,6311
Butantã,kitnet,3,1,2,77.2,7709
Butantã,apto,3,1,1,32.1,5955
Vila Mariana,apto,1,2,0,39.7,3587
Itaim Bibi,kitnet,1,1,2,31.8,5876
Pinheiros,casa,2,1,1,58.9,6253
Tatuapé,casa,1,1,0,29.4,3471
Tatuapé,kitnet,3,2,0,46.2,5106
Moema,kitnet,3,2,2,37.8,7757
Butantã,apto,1,2,0,89.6,5019
Butantã,casa,1,2,1,40.2,5045
Pinheiros,casa,1,2,0,34.3,3773
Vila Mariana,kitnet,2,2,2,65.0,6407
Vila Mariana,kitnet,3,2,2,93.7,6837
Butantã,casa,2,1,1,57.7,4207
Tatuapé,kitnet,1,2,1,59.2,4831
Itaim Bibi,casa,1,2,1,85.8,8043
Itaim Bibi,kitnet,1,2,1,77.6,7276
Itaim Bibi,casa,1,2,2,68.5,8454
Pinheiros,casa,2,1,2,48.4,7334
Pinheiros,casa,2,1,0,69.1,6218
Moema,kitnet,1,2,2,32.8,6484
Moema,casa,1,1,0,47.5,5364
Itaim Bibi,apto,3,2,0,88.6,9460
Pinheiros,apto,3,2,1,86.0,7226
Moema,casa,2,1,0,68.7,8499
Vila Mariana,kitnet,2,1,2,21.4,5954
Vila Mariana,casa,2,2,2,35.8,4916
Vila Mariana,casa,2,1,0,46.4,4561
Vila Mariana,kitnet,1,1,0,56.6,5134
Tatuapé,casa,2,1,1,35.0,3879
Moema,kitnet,3,2,2,55.1,8788
Moema,casa,2,1,1,95.3,7873
Moema,kitnet,3,1,2,68.0,9560
Itaim Bibi,kitnet,2,1,0,64.4,7138
Butantã,casa,1,2,1,39.6,6126
Tatuapé,apto,2,1,0,27.2,4099
Tatuapé,casa,3,1,0,35.4,3484
Itaim Bibi,apto,2,1,2,26.4,8262
Itaim Bibi,casa,2,2,0,61.5,8324
Pinheiros,apto,1,1,0,67.7,5834
Butantã,casa,3,1,1,40.7,5738
Pinheiros,casa,2,1,2,63.0,5738
Moema,apto,1,2,1,89.4,6238
Tatuapé,apto,2,1,0,99.2,5741
Moema,casa,1,1,2,75.4,8265
Vila Mariana,apto,3,2,1,56.5,7212
Butantã,kitnet,3,2,2,74.8,8310
Pinheiros,kitnet,1,2,0,87.0,7568
Vila Mariana,kitnet,3,1,2,20.0,5716
Butantã,apto,1,2,0,89.6,6336
Itaim Bibi,kitnet,2,1,2,49.1,8491
Pinheiros,casa,2,2,1,49.3,6315
Itaim Bibi,casa,1,1,2,52.9,6516
Butantã,apto,3,1,1,66.4,6104
Pinheiros,casa,3,2,0,37.8,4504
Moema,kitnet,2,2,0,54.3,7253
Moema,apto,1,1,1,70.5,7292
Pinheiros,apto,3,1,0,64.4,6947
Vila Mariana,casa,2,2,1,67.6,6804
Vila Mariana,casa,3,2,0,53.5,6471
Vila Mariana,casa,2,1,1,73.9,4719
Moema,casa,1,2,0,81.1,8464
Moema,apto,1,2,0,79.9,6804
Vila Mariana,apto,1,1,1,68.6,4962
Vila Mariana,apto,1,1,1,78.8,6850
Vila Mariana,apto,1,1,1,77.4,6506
Itaim Bibi,kitnet,1,1,1,113.5,8424
Vila Mariana,kitnet,3,1,1,84.4,7946
Butantã,casa,3,1,1,58.2,4823
Tatuapé,apto,1,1,1,41.8,3588
Itaim Bibi,casa,1,1,2,54.8,7779
Tatuapé,kitnet,3,1,1,53.4,4859
Vila Mariana,apto,2,1,1,70.2,5408
Tatuapé,casa,2,1,2,46.0,4843
Vila Mariana,casa,3,1,1,83.8,7397
Pinheiros,apto,2,2,2,32.2,6684
Vila Mariana,casa,3,2,1,27.3,4918
Vila Mariana,casa,2,1,0,57.3,3479
Pinheiros,casa,2,2,1,43.1,6931
Pinheiros,kitnet,1,2,2,34.8,4679
Butantã,casa,2,1,0,47.3,3930
Tatuapé,apto,3,1,0,44.8,3097
Moema,apto,2,2,1,60.2,8324
Butantã,casa,1,2,2,47.6,5008
Vila Mariana,kitnet,2,1,1,49.2,5825
Moema,apto,3,1,1,59.9,8040
Butantã,apto,3,1,1,80.3,4760
Tatuapé,kitnet,2,1,1,89.4,4994
Moema,casa,3,1,0,63.0,7227
Vila Mariana,apto,1,1,1,64.5,4736
Pinheiros,apto,2,1,2,56.3,6273
Pinheiros,casa,2,1,2,69.6,7086
Pinheiros,casa,1,1,2,67.8,6939
Itaim Bibi,casa,3,2,0,86.5,7711
Tatuapé,apto,3,2,1,22.2,4860
Moema,casa,1,1,0,55.3,6529
Itaim Bibi,kitnet,1,2,0,66.8,6164
Pinheiros,apto,3,2,2,59.5,7530
Vila Mariana,casa,3,2,1,41.2,6810
Moema,apto,3,1,0,34.0,6729
Butantã,casa,1,1,2,76.1,5723
Tatuapé,apto,3,1,2,44.9,5522
Butantã,apto,3,1,1,24.9,4498
Vila Mariana,kitnet,3,2,2,77.1,6876
Butantã,apto,3,2,2,69.2,6973
Pinheiros,kitnet,3,1,1,57.7,7010
Vila Mariana,casa,2,1,2,41.7,4857
Tatuapé,casa,1,2,0,57.7,4698
Pinheiros,casa,1,1,1,84.3,7344
Butantã,casa,3,2,1,27.7,4703
Butantã,casa,3,1,2,28.7,4580
Tatuapé,kitnet,1,1,1,47.4,3212
Vila Mariana,kitnet,2,1,1,59.5,4541
Pinheiros,apto,1,1,0,50.1,6606
Tatuapé,kitnet,1,2,1,72.9,4627
Tatuapé,apto,2,1,0,81.8,4567
Itaim Bibi,kitnet,2,1,1,65.6,6566
Tatuapé,apto,2,1,1,71.2,4926
Pinheiros,apto,2,1,2,65.4,6207
Pinheiros,kitnet,2,1,1,60.2,7456
Itaim Bibi,kitnet,3,2,0,34.1,6325
Pinheiros,apto,1,2,1,39.4,4152
Butantã,casa,1,2,0,33.0,4131
Pinheiros,casa,2,1,1,57.0,6125
Itaim Bibi,casa,2,1,0,64.6,6961
Butantã,casa,3,1,0,31.0,5078
Moema,kitnet,3,1,2,61.5,8253
Pinheiros,kitnet,2,2,0,42.5,5837
Butantã,casa,1,2,1,38.6,3034
Vila Mariana,kitnet,1,1,2,47.5,3790
Tatuapé,kitnet,2,1,1,37.6,3667
Butantã,apto,2,1,2,72.1,4897
Itaim Bibi,kitnet,2,1,1,56.6,7415
Pinheiros,kitnet,1,2,2,76.3,5350
Itaim Bibi,apto,3,1,1,51.1,7376
Pinheiros,kitnet,2,2,0,51.9,6018
Itaim Bibi,kitnet,2,1,2,97.5,8692
Tatuapé,casa,1,2,2,27.5,4245
Vila Mariana,casa,3,2,2,85.7,7809
Moema,casa,2,1,0,93.1,7259
Pinheiros,kitnet,1,2,2,75.3,7755
Butantã,kitnet,1,1,1,53.4,3946
Vila Mariana,kitnet,2,2,2,88.5,8591
Vila Mariana,casa,1,1,2,53.6,5047
Tatuapé,apto,3,2,0,45.9,5264
Itaim Bibi,kitnet,3,2,1,52.2,8056
Tatuapé,apto,3,2,0,48.6,5543
Tatuapé,apto,2,1,0,41.1,3696
Tatuapé,apto,2,2,1,82.2,6043
Butantã,kitnet,2,1,1,44.5,5861
Moema,casa,2,2,1,59.4,8321
Itaim Bibi,apto,2,2,2,31.1,7978
Itaim Bibi,apto,2,1,0,60.6,5945
Butantã,casa,3,1,0,36.9,3862
Butantã,kitnet,1,1,2,36.4,4166
Itaim Bibi,kitnet,1,2,0,57.8,7251
Vila Mariana,casa,3,2,0,81.1,6919
Itaim Bibi,casa,3,2,1,68.8,8106
Itaim Bibi,kitnet,3,1,0,70.2,9121
Vila Mariana,kitnet,2,2,0,57.4,6471
Itaim Bibi,apto,2,1,0,53.3,7645
Vila Mariana,kitnet,1,1,1,75.8,5322
Tatuapé,casa,1,1,2,48.7,3746
Itaim Bibi,kitnet,3,1,2,76.7,9560
Vila Mariana,apto,2,2,2,84.7,7131
Moema,apto,2,1,2,43.2,6406
Itaim Bibi,kitnet,1,1,1,46.1,5453
Moema,kitnet,2,1,1,49.1,6364
Butantã,apto,3,1,2,30.7,5920
Pinheiros,kitnet,2,2,0,50.6,4911
Itaim Bibi,apto,2,1,2,86.0,8884
Itaim Bibi,kitnet,3,1,2,39.1,7106
Butantã,apto,1,1,1,86.5,5027
Pinheiros,apto,1,2,1,51.3,5623
Butantã,kitnet,2,2,2,102.3,6892
Moema,kitnet,2,2,2,46.4,7161
Moema,apto,3,1,0,57.1,7058
Moema,apto,1,1,2,41.8,5697
Tatuapé,casa,1,1,1,46.2,4843
Tatuapé,apto,2,1,0,86.8,5423
Moema,kitnet,2,1,0,69.5,6984
Pinheiros,kitnet,3,2,2,80.6,7802
Butantã,kitnet,2,2,1,33.7,4384
Vila Mariana,apto,2,2,0,73.1,5880
Pinheiros,apto,1,2,1,40.6,6029
Tatuapé,kitnet,2,2,1,33.3,3895
Moema,apto,2,1,0,64.8,5146
Tatuapé,casa,2,1,1,64.6,5084
Butantã,casa,2,1,1,61.1,4908
Pinheiros,kitnet,2,1,2,74.4,6562
Vila Mariana,apto,1,2,1,77.5,6853
Tatuapé,kitnet,1,1,0,89.4,2595
Itaim Bibi,kitnet,1,2,1,36.2,7547
Tatuapé,apto,2,2,2,90.0,7345
Moema,casa,3,1,0,97.6,8127
Tatuapé,apto,3,2,2,52.7,5720
Butantã,casa,1,1,0,26.6,3502
Moema,apto,1,1,1,32.3,5995
Butantã,apto,2,1,1,50.8,4316
Itaim Bibi,casa,1,1,2,100.3,6815
Vila Mariana,casa,2,1,2,60.3,7901
Vila Mariana,apto,2,2,2,47.7,6995
Itaim Bibi,apto,3,2,2,46.3,8414
Vila Mariana,apto,2,2,2,33.5,5947
Moema,kitnet,3,2,0,77.5,8922
Vila Mariana,casa,2,2,1,58.2,6838
Tatuapé,apto,3,2,2,102.0,5891
Vila Mariana,apto,2,1,0,72.6,5696
Tatuapé,kitnet,2,2,1,76.6,5434
Butantã,apto,2,2,1,55.2,5226
Itaim Bibi,kitnet,2,1,2,38.2,7562
Butantã,casa,3,1,0,42.5,3544
Pinheiros,apto,2,2,0,32.6,4499
Moema,apto,1,2,0,78.2,6501
Vila Mariana,apto,2,1,1,52.3,5793
Butantã,kitnet,2,1,1,79.1,6337
Itaim Bibi,casa,2,1,1,62.7,8687
Vila Mariana,casa,1,1,0,54.1,4495
Tatuapé,apto,1,2,0,36.6,4263
Tatuapé,kitnet,1,1,1,66.0,4949
Moema,apto,2,1,0,55.6,7102
Moema,casa,1,2,2,78.0,7622
Pinheiros,kitnet,2,2,0,45.7,5651
Moema,kitnet,1,2,2,72.3,6617
Moema,casa,1,2,1,92.8,6879
Itaim Bibi,kitnet,1,1,2,65.5,7341
Butantã,apto,1,2,2,75.7,5528
Itaim Bibi,kitnet,1,2,1,71.4,7011
Pinheiros,casa,3,2,2,98.0,9371
Butantã,casa,1,1,0,67.4,4163
Moema,apto,2,1,0,74.0,6489
Moema,kitnet,2,2,1,59.3,7265
Butantã,kitnet,3,1,2,44.5,6292
Butantã,kitnet,2,2,2,35.8,4256
Pinheiros,apto,2,2,1,85.3,7628
Moema,casa,3,2,0,39.8,7251
Itaim Bibi,kitnet,3,2,2,74.9,8539
Tatuapé,casa,1,2,1,68.3,4615
Vila Mariana,kitnet,3,2,0,78.4,5993
Tatuapé,kitnet,2,2,0,49.7,4779
Butantã,apto,1,1,2,44.2,3134
Vila Mariana,casa,2,1,2,67.6,7285
Itaim Bibi,apto,3,1,2,54.2,8051
Itaim Bibi,casa,1,1,0,35.4,5104
Butantã,casa,1,1,2,98.8,6792
Vila Mariana,kitnet,3,1,0,44.2,5000
Vila Mariana,kitnet,2,2,2,40.1,5406
Tatuapé,casa,1,1,2,55.2,2891
Tatuapé,casa,3,2,1,85.1,7799
Moema,casa,2,2,0,20.0,7498
Itaim Bibi,casa,1,2,2,83.4,6663
Itaim Bibi,casa,1,1,0,41.8,5100
Vila Mariana,kitnet,2,1,1,65.3,6115
Itaim Bibi,kitnet,1,2,0,46.5,5882
Vila Mariana,kitnet,2,1,1,99.8,7070
Moema,apto,1,2,2,62.5,7081
Pinheiros,casa,1,1,2,45.8,5801
Moema,casa,3,2,1,54.0,7251
Butantã,casa,1,1,0,61.8,4308
Moema,casa,3,2,2,63.6,7714
Itaim Bibi,kitnet,1,1,1,68.8,6534
Pinheiros,casa,2,1,0,60.0,4610
Tatuapé,apto,1,2,2,32.5,3750
Moema,casa,2,1,2,53.2,6738
Itaim Bibi,kitnet,2,1,0,72.1,8119
Butantã,apto,1,2,0,46.6,4051
Tatuapé,apto,2,1,0,73.5,5102
Pinheiros,kitnet,3,1,1,60.6,7001
Moema,apto,2,2,0,55.6,5366
Pinheiros,casa,1,1,1,83.9,4719
Moema,kitnet,3,2,2,25.2,7202
Pinheiros,apto,1,1,0,46.5,5118
Tatuapé,casa,1,1,2,84.6,5052
Vila Mariana,apto,2,1,0,96.6,6007
Vila Mariana,apto,1,1,0,105.7,6079
Pinheiros,apto,1,2,2,61.0,6069
Butantã,apto,3,2,1,69.2,7098
Butantã,casa,2,2,2,76.3,6869
Itaim Bibi,casa,3,2,1,85.5,8722
Pinheiros,apto,2,1,1,66.3,6448
Moema,kitnet,2,2,2,78.5,8577
Butantã,kitnet,3,1,2,69.2,6716
Tatuapé,apto,1,1,2,70.4,6135
Pinheiros,kitnet,2,1,1,41.6,5726
Pinheiros,apto,3,2,2,53.4,8437
Vila Mariana,casa,1,1,0,49.5,3658
Butantã,casa,3,2,1,36.2,4977
Vila Mariana,casa,1,1,0,27.0,2200
Butantã,kitnet,2,1,0,51.5,4667
Itaim Bibi,kitnet,3,2,0,54.7,8460
Butantã,apto,1,1,1,62.1,2419
Itaim Bibi,casa,3,1,2,71.1,8784
Vila Mariana,kitnet,1,2,1,63.8,6196
Itaim Bibi,kitnet,1,1,2,54.9,7184
Vila Mariana,kitnet,2,1,1,41.7,4394
Vila Mariana,casa,2,2,1,77.5,7445
Vila Mariana,apto,3,2,0,58.0,6646
Pinheiros,casa,3,1,2,51.3,7513
Pinheiros,kitnet,3,2,0,56.3,6887
Vila Mariana,kitnet,2,1,0,45.3,5465
Pinheiros,kitnet,1,1,2,49.4,6469
Moema,kitnet,3,1,1,48.8,7299
Pinheiros,casa,2,2,0,54.3,6455
Pinheiros,apto,1,1,1,73.1,6993
Butantã,casa,3,1,1,68.1,5938
Pinheiros,casa,2,2,0,90.9,6428
Pinheiros,kitnet,2,2,2,84.2,8268
Pinheiros,casa,2,1,2,99.1,8922
Pinheiros,kitnet,3,2,0,71.2,8467
Tatuapé,apto,1,1,1,70.9,5098
Itaim Bibi,kitnet,2,2,0,50.3,5232
Itaim Bibi,casa,1,1,2,76.5,6887
Tatuapé,kitnet,2,1,1,46.9,4039
Pinheiros,casa,1,2,0,30.6,4854
Itaim Bibi,casa,2,2,1,90.5,9966
Pinheiros,apto,3,2,1,35.0,5786
Tatuapé,kitnet,2,2,1,68.8,7357
Moema,kitnet,3,1,2,42.4,7266
Butantã,kitnet,3,2,1,82.5,6262
Vila Mariana,apto,1,2,1,85.3,7034
Tatuapé,apto,2,2,0,70.6,6057
Moema,kitnet,2,1,1,84.9,8368
Tatuapé,apto,2,1,0,60.1,3989
Butantã,casa,3,2,2,104.7,8242
Itaim Bibi,casa,2,2,0,74.9,7021
Moema,kitnet,1,1,2,42.0,5522
Moema,kitnet,2,1,1,61.4,7066
Itaim Bibi,kitnet,1,1,2,56.9,6153
Moema,apto,2,1,1,55.0,7792
Vila Mariana,casa,2,2,0,26.9,4543
Moema,kitnet,3,2,2,67.7,8556
Pinheiros,kitnet,1,2,2,32.3,4764
Vila Mariana,apto,2,2,0,20.0,5630
Moema,kitnet,1,1,0,53.1,5361
Itaim Bibi,casa,2,2,1,44.9,8160
Itaim Bibi,apto,2,1,2,42.8,7938
Vila Mariana,casa,2,1,1,20.0,4343
Moema,kitnet,1,1,0,43.0,5613
Pinheiros,apto,1,1,2,56.5,5417
Itaim Bibi,apto,2,1,1,47.3,7356
Vila Mariana,kitnet,2,1,1,67.7,5977
Itaim Bibi,kitnet,1,1,1,87.9,7102
Butantã,apto,2,1,0,70.3,5147
Itaim Bibi,kitnet,1,2,0,80.5,6050
Vila Mariana,kitnet,2,2,1,82.2,6905
Butantã,kitnet,2,1,1,39.6,5008
Itaim Bibi,apto,3,2,0,68.8,8474
Tatuapé,casa,3,2,0,79.9,7058
Butantã,kitnet,3,1,2,51.3,5537
Butantã,kitnet,1,1,0,44.2,3258
Pinheiros,casa,3,1,0,70.6,6124
Butantã,apto,2,2,1,30.4,4286
Itaim Bibi,apto,2,1,2,38.2,8520
Vila Mariana,apto,3,1,2,46.7,6720
Vila Mariana,apto,1,2,1,69.0,5402
Itaim Bibi,apto,1,2,2,64.4,6626
Vila Mariana,apto,3,2,1,80.6,6341
Moema,kitnet,2,1,2,41.6,6183
Itaim Bibi,casa,2,1,0,40.5,7022
Tatuapé,casa,1,1,0,70.5,3873
Butantã,kitnet,2,1,2,44.0,4154
Pinheiros,casa,1,2,2,47.9,5259
Vila Mariana,casa,2,1,2,22.9,5606
Butantã,apto,2,2,1,65.8,5609
Tatuapé,casa,3,1,1,90.8,6023
Vila Mariana,apto,3,2,0,39.4,5836
